Frequency (Hz),Voltage (V),Current (mA),Power (mW)
56000,12.156,90.24390243902438,1108.8853658536586
56000,12.152,89.8170731707317,1091.051463414634
56000,12.136,91.64634146341463,1105.8856097560974
56000,12.164,90.0,1086.6534146341464
58000,12.148,92.1341463414634,1116.650243902439
58000,12.172,93.71951219512195,1110.3358536585365
58000,12.136,91.89024390243902,1133.6926829268293
58000,12.144,92.07317073170732,1115.9199999999998
58000,12.188,93.17073170731707,1122.949268292683
60000,12.156,95.97560975609757,1147.7560975609756
60000,12.156,95.0,1155.4763414634149
60000,12.144,95.3658536585366,1154.7139024390244
60000,12.136,95.97560975609757,1171.4824390243903
60000,12.152,95.3048780487805,1165.9382926829269
62000,12.164,99.87804878048782,1185.520975609756
62000,12.144,99.87804878048782,1208.818292682927
62000,12.136,99.87804878048782,1197.6146341463416
62000,12.128,100.2439024390244,1218.78
62000,12.124,98.96341463414635,1206.1999999999998
64000,12.104,105.0,1236.9475609756098
64000,12.136,104.39024390243902,1269.5182926829268
64000,12.148,104.32926829268293,1260.7253658536586
64000,12.124,104.51219512195121,1266.5573170731707
64000,12.136,104.26829268292683,1267.5239024390244
66000,12.112,110.60975609756098,1307.0263414634146
66000,12.132,109.26829268292683,1334.392195121951
66000,12.1,109.69512195121952,1327.7258536585366
66000,12.148,110.0,1336.0126829268293
66000,12.148,110.0609756097561,1320.3980487804877
68000,12.132,117.3780487804878,1383.570731707317
68000,12.112,117.4390243902439,1411.6156097560977
68000,12.104,116.82926829268294,1421.5473170731707
68000,12.108,116.52439024390245,1426.0485365853658
68000,12.128,116.82926829268294,1417.1000000000001
70000,12.096,125.0,1465.7648780487802
70000,12.092,125.60975609756098,1513.2821951219512
70000,12.1,125.1219512195122,1509.2880487804878
70000,12.092,124.39024390243902,1508.3319512195123
70000,12.068,124.7560975609756,1511.8036585365853
72000,12.084,134.08536585365854,1582.990243902439
72000,12.06,134.57317073170734,1632.7621951219512
72000,12.052,133.109756097561,1638.7082926829269
72000,12.096,134.8170731707317,1624.080487804878
72000,12.108,134.7560975609756,1630.488536585366
74000,12.052,146.40243902439025,1714.202926829268
74000,12.076,146.03658536585365,1747.4956097560973
74000,12.076,145.60975609756096,1769.7280487804876
74000,12.06,145.1829268292683,1741.1882926829267
74000,12.064,140.0609756097561,1731.1387804878048
76000,12.016,157.3780487804878,1856.3019512195121
76000,12.06,157.4390243902439,1901.3363414634148
76000,12.056,157.5609756097561,1892.831707317073
76000,12.016,157.6219512195122,1903.1268292682928
76000,12.044,157.0731707317073,1906.0448780487804
78000,12.016,171.7073170731707,1998.8926829268291
78000,12.024,172.74390243902437,2069.0078048780483
78000,12.016,172.5,2079.272195121951
78000,12.056,172.56097560975607,2063.828780487805
78000,12.004,172.1951219512195,2072.07
80000,12.008,188.47560975609755,2187.791219512195
80000,12.056,187.8658536585366,2242.009756097561
80000,11.984,188.23170731707316,2247.768780487805
80000,12.0,188.47560975609755,2258.089756097561
80000,11.98,187.6219512195122,2250.7129268292683
82000,11.956,207.3170731707317,2414.9926829268293
82000,11.976,207.3170731707317,2483.605853658536
82000,11.964,206.64634146341461,2480.7365853658534
82000,12.012,208.10975609756096,2481.8004878048782
82000,11.952,205.97560975609755,2464.7356097560973
84000,11.952,231.15853658536585,2602.918048780488
84000,11.92,229.26829268292684,2701.060975609756
84000,11.94,229.32926829268294,2725.455365853659
84000,11.94,230.1829268292683,2715.9843902439025
84000,11.936,227.19512195121953,2743.8243902439026
86000,11.928,254.45121951219514,2872.410731707317
86000,11.904,255.1829268292683,3030.578536585366
86000,11.912,254.5731707317073,3047.4585365853663
86000,11.908,255.0,3026.8056097560975
86000,11.904,255.6707317073171,3021.8685365853657
88000,11.868,283.23170731707313,3242.69756097561
88000,11.912,284.4512195121951,3358.090731707317
88000,11.872,284.8170731707317,3354.789024390243
88000,11.888,284.2073170731707,3374.833170731707
88000,11.86,283.8414634146341,3374.833170731707
90000,11.832,317.2560975609756,3609.167804878048
90000,11.828,319.0853658536585,3748.5478048780487
90000,11.828,320.0,3781.799756097561
90000,11.852,321.3414634146342,3772.865365853658
90000,11.844,318.9634146341464,3762.6021951219514
92000,11.764,357.9878048780488,4086.0553658536583
92000,11.776,356.4634146341463,4215.659756097561
92000,11.756,356.0365853658536,4219.241463414634
92000,11.764,357.6829268292683,4240.796097560975
92000,11.796,359.390243902439,4229.286829268292
94000,11.704,402.6829268292683,4602.306341463414
94000,11.724,403.5365853658537,4726.220487804878
94000,11.692,404.63414634146346,4741.098780487805
94000,11.716,402.07317073170736,4716.050487804879
94000,11.748,401.76829268292687,4736.59512195122
96000,11.656,456.1585365853659,5121.339512195123
96000,11.692,456.2804878048781,5299.248292682927
96000,11.612,455.0609756097561,5325.082926829268
96000,11.696,454.7560975609756,5285.067804878048
96000,11.656,459.26829268292687,5287.595121951219
98000,11.564,511.4634146341464,5830.185365853658
98000,11.6,508.23170731707313,5912.827317073171
98000,11.584,511.89024390243895,5915.532682926829
98000,11.64,509.8780487804878,5899.679999999999
98000,11.592,510.8536585365854,5916.867804878048
100000,11.456,570.2439024390244,6451.388780487806
100000,11.52,572.3780487804878,6573.932926829268
100000,11.492,573.780487804878,6570.761219512196
100000,11.464,571.7682926829268,6570.060487804878
100000,11.5,571.5243902439024,6583.562926829268
102000,11.364,640.9756097560976,7104.945365853659
102000,11.44,640.1829268292682,7279.071219512194
102000,11.396,638.5365853658536,7270.9756097560985
102000,11.42,641.9512195121952,7291.526829268293
102000,11.352,639.451219512195,7277.648780487805
104000,11.304,702.4390243902438,7772.59512195122
104000,11.296,703.2317073170732,8003.985365853659
104000,11.288,703.170731707317,7954.463414634147
104000,11.3,709.0853658536586,7936.516341463414
104000,11.268,704.4512195121952,7947.715609756098
106000,11.188,768.9634146341463,8532.076097560976
106000,11.22,772.9878048780488,8624.34731707317
106000,11.22,773.109756097561,8674.85195121951
106000,11.184,772.1951219512196,8620.934146341462
106000,11.156,772.6829268292684,8626.731707317073
108000,11.096,834.2682926829268,9258.631951219513
108000,11.088,837.3170731707316,9276.699512195122
108000,11.08,838.5975609756098,9283.579024390245
108000,11.1,838.719512195122,9321.914878048781
108000,11.092,839.390243902439,9319.309024390244
110000,11.036,891.4634146341464,9815.983658536585
110000,11.032,892.1341463414634,9823.04780487805
110000,11.024,892.5609756097562,9858.319024390245
110000,11.04,895.0,9869.356097560974
110000,11.016,893.048780487805,9862.204390243902
112000,10.952,926.829268292683,10141.341463414634
112000,10.964,928.7804878048781,10158.349756097561
112000,10.956,927.9878048780488,10161.021951219513
112000,10.956,928.7804878048781,10184.558292682927
112000,10.96,929.6341463414635,10167.997073170733
114000,10.932,943.4756097560976,10311.180975609755
114000,10.932,945.9146341463414,10319.408048780488
114000,10.936,946.0365853658536,10345.189268292683
114000,10.92,944.7560975609756,10336.95512195122
114000,10.94,945.1219512195122,10328.74024390244
116000,10.984,941.4634146341463,10322.20487804878
116000,10.956,942.5,10298.463170731708
116000,10.964,940.9146341463414,10302.040975609756
116000,10.932,941.7682926829268,10328.890243902439
116000,10.948,941.890243902439,10340.864390243903
118000,10.996,919.5121951219512,10102.586341463415
118000,11.008,920.9146341463414,10113.963414634145
118000,11.032,922.0731707317074,10138.78048780488
118000,11.032,922.7439024390244,10165.606829268292
118000,11.056,924.5121951219512,10189.112195121952
120000,11.108,885.3048780487804,9804.120975609756
120000,11.1,885.4878048780488,9829.526341463414
120000,11.104,884.6951219512194,9838.185365853658
120000,11.096,884.9390243902438,9820.42024390244
120000,11.084,884.5731707317073,9818.606829268292
122000,11.204,836.890243902439,9370.63219512195
122000,11.2,835.6707317073171,9363.128048780489
122000,11.204,836.7682926829268,9376.376829268293
122000,11.204,837.9268292682926,9370.36975609756
122000,11.196,836.7073170731707,9357.73463414634
124000,11.252,781.6463414634146,8835.33268292683
124000,11.292,782.6829268292684,8821.09756097561
124000,11.288,780.8536585365854,8812.843902439023
124000,11.264,781.1585365853658,8821.785365853659
124000,11.284,782.0731707317074,8821.785365853659
126000,11.376,724.4512195121952,8267.083902439024
126000,11.376,725.2439024390244,8233.792439024392
126000,11.328,724.8170731707318,8220.380487804878
126000,11.368,723.4146341463414,8239.276097560974
126000,11.36,724.6341463414634,8246.212682926829
128000,11.404,667.0731707317074,7709.5609756097565
128000,11.424,667.6219512195122,7631.438048780488
128000,11.404,667.6219512195122,7635.621951219513
128000,11.404,667.5,7623.77268292683
128000,11.436,669.2682926829268,7647.360975609756
130000,11.468,611.8902439024391,7176.507317073171
130000,11.46,612.7439024390244,7034.623170731708
130000,11.484,614.329268292683,7039.550731707317
130000,11.46,613.719512195122,7002.471951219514
130000,11.48,612.1951219512194,7029.744146341463
132000,11.544,562.9878048780488,6582.196585365854
132000,11.536,561.4634146341464,6478.595121951219
132000,11.548,563.4146341463414,6496.288536585365
132000,11.532,563.5365853658536,6474.796097560976
132000,11.54,562.9878048780488,6491.672195121951
134000,11.584,517.2560975609756,6177.68780487805
134000,11.596,518.2317073170732,6010.571707317074
134000,11.608,517.7439024390244,6005.669756097562
134000,11.572,518.048780487805,6022.711707317072
134000,11.592,517.6219512195122,6021.090243902439
136000,11.664,474.5731707317073,5621.010731707317
136000,11.656,476.7682926829268,5538.676097560975
136000,11.672,475.30487804878044,5545.839512195122
136000,11.644,477.1341463414634,5550.814634146342
136000,11.656,475.36585365853654,5547.453658536585
138000,11.696,438.1707317073171,5244.2326829268295
138000,11.704,439.0243902439024,5140.48243902439
138000,11.712,440.1829268292683,5123.861463414634
138000,11.684,439.4512195121951,5125.615609756098
138000,11.688,439.2073170731707,5149.266585365854
140000,11.756,406.7682926829268,4900.226341463414
140000,11.764,406.9512195121951,4780.5804878048775
140000,11.752,407.1951219512195,4779.7548780487805
140000,11.76,407.5,4776.891463414634
140000,11.708,406.1585365853658,4787.3099999999995
142000,11.76,378.1707317073171,4548.998536585365
142000,11.784,376.4634146341463,4462.340487804878
142000,11.764,377.7439024390244,4439.767073170731
142000,11.792,377.1341463414634,4449.532195121951
142000,11.768,377.3170731707317,4444.938536585366
144000,11.804,351.4634146341463,4263.1285365853655
144000,11.832,352.4390243902439,4149.935609756097
144000,11.804,351.3414634146341,4147.0902439024385
144000,11.796,350.73170731707313,4134.96
144000,11.8,351.1585365853658,4151.300487804878
146000,11.836,327.5609756097561,3953.934146341464
146000,11.844,327.2560975609756,3868.660975609757
146000,11.836,327.9268292682927,3854.6097560975613
146000,11.84,326.0365853658537,3866.353658536586
146000,11.848,326.70731707317077,3895.319024390244
148000,11.856,306.8292682926829,3710.297317073171
148000,11.86,307.7439024390244,3640.0024390243902
148000,11.888,308.3536585365854,3632.8585365853655
148000,11.852,303.4146341463414,3615.1304878048777
148000,11.864,305.2439024390244,3638.490731707317
150000,11.908,287.0731707317073,3486.764634146341
150000,11.912,287.0731707317073,3428.261951219512
150000,11.892,286.4634146341463,3417.7412195121947
150000,11.888,285.79268292682923,3440.8097560975607
150000,11.9,286.4024390243902,3414.531219512195
152000,11.896,269.1463414634147,3281.107073170732
152000,11.916,269.7560975609756,3212.209268292683
152000,11.936,269.1463414634147,3212.6282926829267
152000,11.928,269.6951219512195,3218.4
152000,11.936,270.3658536585366,3218.729756097561
154000,12.116,128.78048780487805,3122.2829268292685
154000,12.12,128.1707317073171,1570.1287804878048
154000,12.1,128.41463414634146,1544.108048780488
154000,12.092,129.26829268292684,1567.7658536585368
154000,12.112,128.59756097560975,1558.2439024390244
156000,12.116,135.3658536585366,1595.9721951219515
156000,12.12,134.8170731707317,1628.1356097560977
156000,12.1,133.35365853658539,1624.4453658536586
156000,12.092,132.6829268292683,1613.9278048780488
156000,12.084,135.3658536585366,1616.6704878048781
158000,12.076,141.03658536585365,1657.4887804878051
158000,12.068,139.69512195121953,1686.4234146341464
158000,12.084,140.54878048780486,1706.1943902439025
158000,12.064,140.54878048780486,1696.5307317073173
158000,12.08,140.54878048780486,1696.3560975609757
160000,12.076,147.80487804878047,1743.6565853658535
160000,12.076,148.84146341463415,1768.6921951219513
160000,12.088,147.1951219512195,1758.7141463414634
160000,12.044,147.0121951219512,1771.4878048780486
160000,12.068,147.6219512195122,1784.8975609756098
162000,12.052,152.8658536585366,1830.5812195121948
162000,12.052,153.90243902439025,1851.6512195121952
162000,12.052,155.60975609756096,1867.0939024390243
162000,12.052,154.02439024390245,1874.6739024390245
162000,12.072,154.3292682926829,1867.9448780487803
164000,12.06,162.5609756097561,1922.9817073170734
164000,12.048,162.9878048780488,1947.8634146341465
164000,12.076,163.53658536585365,1939.2365853658534
164000,12.044,162.3780487804878,1954.808048780488
164000,12.052,162.2560975609756,1963.4312195121952
166000,12.052,170.91463414634148,2019.3146341463416
166000,12.06,171.03658536585368,2056.1360975609755
166000,12.044,174.02439024390242,2058.4448780487805
166000,12.024,169.69512195121953,2059.8117073170733
166000,12.008,172.0731707317073,2070.8385365853655
168000,12.016,180.0609756097561,2140.7239024390246
168000,12.016,180.0609756097561,2191.4546341463415
168000,12.012,180.3048780487805,2155.5378048780485
168000,12.02,180.0609756097561,2173.9024390243903
168000,12.02,180.2439024390244,2172.422926829268
170000,12.032,192.8048780487805,2242.048536585366
170000,11.98,191.46341463414635,2302.089756097561
170000,11.976,191.89024390243904,2292.0146341463415
170000,12.004,189.26829268292684,2281.4634146341464
170000,12.016,189.9390243902439,2279.0912195121955
172000,11.984,204.5731707317073,2400.7317073170734
172000,11.996,203.10975609756096,2435.2351219512193
172000,12.008,201.95121951219514,2444.4668292682927
172000,11.952,203.17073170731706,2429.921463414634
172000,11.988,203.35365853658536,2434.469756097561
174000,11.968,216.21951219512195,2512.2556097560973
174000,11.976,216.70731707317074,2563.259024390244
174000,11.996,215.79268292682926,2606.2878048780485
174000,11.992,217.1951219512195,2571.248780487805
174000,11.992,215.2439024390244,2589.4448780487805
176000,11.984,230.1219512195122,2673.8956097560977
176000,11.968,233.35365853658539,2780.6214634146345
176000,11.94,231.76829268292684,2751.830243902439
176000,11.952,230.0609756097561,2728.554146341464
176000,11.952,229.51219512195124,2767.4414634146347
178000,11.944,245.67073170731706,2904.190243902439
178000,11.932,247.0121951219512,2945.943902439025
178000,11.908,246.21951219512195,2943.1356097560974
178000,11.948,249.6951219512195,2926.28
178000,11.904,248.96341463414635,2958.948292682927
180000,11.892,266.2804878048781,3087.8797560975613
180000,11.904,265.609756097561,3166.6919512195127
180000,11.888,265.3048780487805,3169.588536585366
180000,11.92,265.9146341463415,3174.883902439025
180000,11.9,264.4512195121951,3172.998292682927
182000,11.876,285.0,3247.469268292683
182000,11.876,283.780487804878,3388.1692682926823
182000,11.86,284.6341463414634,3415.141463414634
182000,11.848,286.2195121951219,3377.6180487804872
182000,11.888,285.0609756097561,3402.9424390243903
184000,11.868,308.109756097561,3500.0195121951215
184000,11.828,303.9634146341463,3619.8007317073166
184000,11.856,307.1341463414634,3670.506585365854
184000,11.836,307.6829268292683,3620.3641463414633
184000,11.848,305.3048780487805,3634.085853658536
186000,11.82,329.1463414634147,3770.2609756097563
186000,11.792,333.4756097560976,3943.843902439025
186000,11.82,332.6219512195122,3926.4856097560973
186000,11.828,330.3048780487805,3916.1034146341467
186000,11.844,332.4390243902439,3944.173170731707
188000,11.764,359.5731707317073,4123.980487804878
188000,11.776,361.4024390243902,4256.60243902439
188000,11.788,359.6341463414634,4235.773414634146
188000,11.82,361.6463414634146,4278.207804878049
188000,11.764,362.1951219512195,4289.716097560975
190000,11.696,391.0365853658537,4424.411707317073
190000,11.772,390.7926829268293,4597.346341463415
190000,11.78,394.1463414634147,4607.234146341463
190000,11.716,391.76829268292687,4568.0707317073175
190000,11.756,392.2560975609756,4599.664390243902
192000,11.636,428.5975609756097,4761.142682926829
192000,11.7,428.780487804878,5022.4
192000,11.728,427.1341463414634,5004.014146341463
192000,11.64,429.0243902439024,4989.999268292682
192000,11.652,427.9268292682927,5026.297073170732
194000,11.616,467.7439024390244,5242.535609756098
194000,11.668,467.19512195121956,5432.92
194000,11.616,466.76829268292687,5464.616585365853
194000,11.604,467.8048780487805,5460.576585365855
194000,11.648,468.8414634146341,5454.561951219512
196000,11.584,509.57317073170725,5789.390243902439
196000,11.584,508.7804878048781,5850.916097560976
196000,11.6,508.1707317073171,5909.010487804877
196000,11.572,507.74390243902434,5892.928780487805
196000,11.584,505.609756097561,5890.181463414634
198000,11.524,547.6829268292684,6234.264146341464
198000,11.552,552.1341463414634,6320.632926829268
198000,11.528,551.0365853658536,6330.289024390243
198000,11.548,548.4756097560976,6304.001951219512
198000,11.54,548.048780487805,6356.370731707317
200000,11.444,596.8292682926829,6774.2824390243895
200000,11.444,596.6463414634146,6846.984390243902
200000,11.464,597.4390243902438,6839.663414634146
200000,11.452,595.6707317073171,6821.350243902439
200000,11.444,595.2439024390244,6845.13731707317
202000,11.4,641.3414634146342,7264.4
202000,11.408,641.7073170731708,7348.53463414634
202000,11.38,643.5365853658536,7361.721951219512
202000,11.396,644.8170731707316,7343.672195121951
202000,11.368,644.1463414634146,7316.016585365854
204000,11.292,692.8048780487804,7817.6517073170735
204000,11.336,692.1951219512194,7837.008780487804
204000,11.304,693.4146341463414,7901.407317073171
204000,11.328,692.3780487804878,7813.55219512195
204000,11.316,694.8780487804878,7771.484634146343
206000,11.3,738.170731707317,8324.9
206000,11.244,740.548780487805,8321.143170731708
206000,11.268,740.1829268292684,8329.251219512196
206000,11.24,741.829268292683,8346.153170731708
206000,11.24,738.5365853658536,8348.41756097561
208000,11.22,786.5243902439024,8743.262439024391
208000,11.208,782.1951219512196,8821.783658536586
208000,11.232,775.7317073170732,8818.77243902439
208000,11.232,784.2073170731707,8806.331707317073
208000,11.22,783.6585365853659,8761.664634146342
210000,11.196,822.2560975609756,9203.68
210000,11.124,821.2195121951219,9171.37780487805
210000,11.136,824.2682926829268,9156.466097560975
210000,11.136,821.4024390243902,9199.15243902439
210000,11.188,822.8048780487804,9156.07
212000,11.088,853.0487804878048,9492.066341463415
212000,11.112,850.2439024390244,9454.603902439023
212000,11.132,852.6829268292682,9483.697073170732
212000,11.104,853.9634146341464,9470.33512195122
212000,11.116,856.1585365853659,9523.290243902438
214000,11.108,871.7073170731708,9710.126341463416
214000,11.08,875.5487804878048,9704.378048780487
214000,11.076,877.3780487804878,9686.89268292683
214000,11.088,878.5365853658536,9762.718048780487
214000,11.128,870.6707317073171,9704.147317073172
216000,11.112,881.5243902439024,9770.726341463414
216000,11.072,879.6341463414634,9737.815365853658
216000,11.092,883.3536585365853,9742.15243902439
216000,11.056,879.6951219512194,9850.606829268292
216000,11.096,882.9268292682926,9739.573170731708
218000,11.064,896.5243902439024,9884.654634146342
218000,11.068,893.048780487805,9924.707317073171
218000,11.056,894.7560975609756,9933.321951219512
218000,11.072,894.0853658536585,9949.70487804878
218000,11.064,895.3658536585366,9947.63024390244
220000,11.088,887.9878048780488,9835.851707317071
220000,11.112,888.2317073170731,9845.660975609755
220000,11.096,887.3780487804878,9827.395609756097
220000,11.088,889.6951219512194,9887.435853658537
220000,11.064,887.9268292682927,9851.242926829267
222000,11.132,871.219512195122,9680.931707317073
222000,11.124,871.219512195122,9688.14536585366
222000,11.124,871.5243902439025,9696.57512195122
222000,11.144,869.5731707317074,9665.991951219514
222000,11.136,869.390243902439,9678.958536585367
224000,11.124,846.2804878048781,9450.598292682926
224000,11.172,846.2804878048781,9420.757073170731
224000,11.164,846.4024390243902,9418.68
224000,11.156,843.5365853658536,9435.68
224000,11.164,845.6707317073171,9417.340975609755
226000,11.208,814.4512195121952,9135.662926829267
226000,11.22,812.8658536585366,9106.665853658536
226000,11.22,813.2317073170732,9133.517073170731
226000,11.204,815.0609756097562,9087.84024390244
226000,11.184,814.0853658536586,9129.576097560976
228000,11.248,779.6341463414634,8806.903902439026
228000,11.244,779.2073170731707,8771.75731707317
228000,11.26,779.8170731707316,8786.471219512194
228000,11.264,779.390243902439,8786.978780487805
228000,11.268,779.390243902439,8787.293658536584
230000,11.316,738.3536585365854,8393.909268292682
230000,11.312,737.9268292682926,8357.08487804878
230000,11.32,739.5121951219512,8379.266341463415
230000,11.328,735.6707317073171,8339.384634146343
230000,11.312,736.2804878048781,8363.433170731707
232000,11.384,695.0,7969.115853658536
232000,11.372,691.7682926829268,7868.184146341464
232000,11.4,691.1585365853658,7866.078048780488
232000,11.388,691.951219512195,7877.162926829267
232000,11.372,692.4390243902438,7863.313170731706
234000,11.424,650.9756097560976,7630.223414634146
234000,11.408,651.5243902439024,7466.871219512196
234000,11.456,652.3170731707318,7460.077073170733
234000,11.424,652.3780487804878,7462.085365853658
234000,11.436,651.7073170731708,7467.168292682928
236000,11.484,608.2926829268292,7195.591951219512
236000,11.488,608.5365853658536,6978.3
236000,11.492,608.8414634146342,7000.309756097561
236000,11.492,608.5365853658536,6953.360731707318
236000,11.488,606.1585365853659,6970.554146341463
238000,11.54,569.6951219512196,6780.980731707318
238000,11.532,569.2073170731708,6564.968780487805
238000,11.572,570.3048780487804,6564.098780487805
238000,11.532,574.5121951219512,6612.097560975609
238000,11.532,574.1463414634146,6610.1382926829265
240000,11.576,536.1585365853658,6302.179512195121
240000,11.592,537.5609756097562,6220.749268292682
240000,11.588,536.9512195121952,6224.365121951219
240000,11.592,534.1463414634146,6205.778292682927
240000,11.592,533.2926829268293,6198.24731707317
242000,11.64,499.5731707317073,5996.634146341464
242000,11.644,498.780487804878,5807.747317073171
242000,11.64,500.0,5790.466341463414
